           4   9.1337081996605493E-005
           5   9.4488512269358925E-004
           6   2.5632231550792688E-004
           7   2.6575536401163313E-004
           8   2.9086609781706624E-005
           9   9.9033727288785415E-005
          10   2.6262218092686394E-005
          11   5.7876664929307591E-005
          12   3.3331279452552756E-005
          13   2.4532815746765711E-005
          14   2.1658126565724421E-005
          15   1.2286470748075743E-005
          16   8.9603458454517140E-006
          17   1.6165803205240612E-005
          18   1.0819332547277563E-005
          19   1.1738238704385778E-005
          20   1.6841980297346452E-005
          21   2.5297496600765492E-006
          22   7.1801361422835613E-006
          23   9.3769856704897537E-006
          24   4.0887288366223163E-006
          25   6.7761142067714006E-007
          26   1.0973994756636086E-005
          27   4.0070575654608192E-006
          28   2.4504454071499087E-006
          29   1.8511266080999921E-006
          30   1.1991520849733917E-005
          31   8.1733058080043688E-007
          32   1.6157516175680584E-006
          33   7.3581163203766561E-007
          34   1.9049070647919554E-006
          35   6.4383701427607694E-007
          36   2.0120839608934288E-006
          37   6.0419141577872669E-007
          38   2.0382269277739380E-006
          39   6.5530715645819698E-007
          40   2.0402054291148455E-006
          41   5.6649689767068298E-007
          42   1.7341346084575429E-006
          43   4.4042671000849305E-007
          44   1.6198633963822678E-006
          45   3.3069413383662340E-007
          46   1.5505078195483529E-006
          47   4.3150774983630296E-007
          48   1.4276501250913238E-006
          49   5.0634228578174841E-007
          50   1.3608622550562690E-006
          51   4.1936845346756322E-007
          52   1.2499229284822273E-006
          53   1.3571017246229515E-007
          54   1.1160975696863021E-006
          55   4.8888108274141057E-008
          56   1.1137347959244405E-006
          57   1.5383995863330574E-007
          58   1.0597753559752861E-006
          59   3.1498270684706519E-007
          60   8.8930796017717682E-007
          61   3.0822163862906130E-007
          62   9.5328001498719400E-007
          63   2.3178929181975016E-007
          64   8.4266361821405724E-007
          65   2.6061356196017130E-007
          66   8.5683049996770030E-007
          67   1.2713565299055952E-007
          68   8.4932024658248998E-007
          69   7.1911209612306530E-008
          70   7.8105892872681315E-007
          71   5.1850862754716687E-008
          72   7.1144829620538002E-007
          73   1.2146654255324954E-007
          74   7.1438513052551390E-007
          75   2.0005964359429519E-007
          76   6.5480666234455584E-007
          77   1.3909488479613187E-007
          78   6.9738083221531473E-007
          79   5.0290708218567022E-008
          80   7.0035601155429263E-007
          81   8.3782007596369085E-008
          82   6.7327752617516724E-007
          83   1.3417810709558236E-007
          84   6.4312310841107144E-007
          85   1.1147307843077929E-007
          86   7.0792487671266849E-007
          87   9.0099672260014519E-008
          88   6.9264459601306891E-007
          89   1.8681576460323581E-007
          90   6.6419616162563524E-007
          91   5.1398130277673265E-008
          92   6.7564087162676549E-007
          93   3.0535347992956496E-007
          94   6.8272190695802147E-007
          95   1.4198538948330902E-007
          96   7.9203363732690510E-007
          97   1.2039707724958035E-007
          98   6.6014235682518517E-007
          99   1.0608185332493626E-007
         100   6.7287222275646954E-007
         101   1.3466008098252864E-007
         102   7.3220286906026786E-007
         103   8.7990857722131303E-008
         104   7.3058666033349745E-007
         105   1.3419139863523874E-007
         106   6.6861790235995319E-007
         107   1.2657972900475433E-007
         108   7.1525122293899461E-007
         109   7.3343632281778983E-008
         110   6.8898035069685471E-007
         111   6.9271126002491024E-008
         112   7.1439869078995542E-007
         113   1.8524626253047674E-007
         114   6.7708243291569985E-007
         115   7.6624975801134761E-008
         116   6.0373358168308748E-007
         117   1.1286370194647418E-007
         118   7.1256693656911454E-007
         119   4.8704623171530836E-008
         120   6.7294479413180787E-007
         121   1.0232657827141435E-007
         122   7.6746514751210093E-007
         123   6.4099445565133166E-008
         124   8.6259127807308267E-007
         125   1.2303582439808321E-007
         126   1.6331887061658901E-006
         127   8.0911722513750111E-007
