           4   9.9835235752707054E-004
           5   3.3456543839432799E-004
           6   1.0402317705506753E-003
           7   6.7006053007777098E-005
           8   7.8836002594617120E-004
           9   9.5894108119959736E-005
          10   2.7544570478727154E-004
          11   6.5983315172288260E-005
          12   6.8893594637786215E-005
          13   2.5775543318351511E-005
          14   2.1095738474622863E-005
          15   3.2544317759565905E-005
          16   1.3113182389577143E-005
          17   2.0941283607682012E-005
          18   4.8105787192710537E-006
          19   1.1343171062821319E-005
          20   1.4551606487704565E-006
          21   7.0086498407983062E-006
          22   1.0182432251155411E-006
          23   3.2319594631566454E-006
          24   7.2138985321362703E-007
          25   1.1606921643384489E-006
          26   3.1368187438636890E-007
          27   2.5938065191217403E-007
          28   3.6020666559427831E-007
          29   1.1821730903623454E-007
          30   1.7261746870459760E-007
          31   7.3508254510864993E-008
          32   1.3254134494156783E-007
          33   6.0532476332718931E-008
          34   4.0636051716719662E-008
          35   6.8276687520903226E-008
          36   5.9905282856529202E-008
          37   6.0305139349295752E-008
          38   4.7413914440150933E-008
          39   6.1708440436942959E-008
          40   5.0543663757961941E-008
          41   6.5433745349154952E-008
          42   2.5366470087791899E-008
          43   6.1076917658281225E-008
          44   4.0689243821629969E-008
          45   5.9292325725388382E-008
          46   3.3198635009514143E-008
          47   4.9217432379452108E-008
          48   3.4703783384778823E-008
          49   1.8234785548918618E-008
          50   2.4616404849827210E-008
          51   2.5264407381980173E-008
          52   1.3570615975199394E-008
          53   5.4383140891650986E-008
          54   1.7119756323993284E-008
          55   9.2968584752745438E-008
          56   7.7570608956620370E-008
          57   5.3039964210628208E-008
          58   1.2184137425623056E-007
          59   1.1688542730184689E-008
          60   6.5015619445705334E-008
          61   5.3624191264340794E-008
          62   1.1198364297853320E-007
          63   2.7434246738505172E-008
          64   7.8161646777923230E-009
          65   2.3428842658993248E-008
          66   2.6054862809713079E-008
          67   2.1341093828884292E-008
          68   6.7140251822874193E-008
          69   3.2326786226589625E-008
          70   6.3404684006531507E-008
          71   4.6464920547941511E-008
          72   1.2973451883699920E-007
          73   2.9555401749666815E-008
          74   6.0677010633503026E-008
          75   3.5021274327780986E-009
          76   8.6342576641080067E-008
          77   6.4204523871992217E-008
          78   3.6599994339606473E-008
          79   5.1236234230173578E-008
          80   1.5181865366652568E-008
          81   1.5784410980463903E-008
          82   1.8370730944585824E-008
          83   1.3193297526360425E-008
          84   1.8515894523281150E-008
          85   1.0958522893753075E-008
          86   1.1001983866443855E-008
          87   1.8454344104734841E-008
          88   3.2619816417918649E-009
          89   1.7811755463445410E-008
          90   6.2380838295511345E-009
          91   1.1731480075475117E-008
          92   1.0020387519284321E-008
          93   8.4647726338325046E-009
          94   4.8090904975595411E-009
          95   1.0785193113129365E-008
          96   4.0557664228597897E-009
          97   1.0002115731113712E-008
          98   1.4315880460745958E-009
          99   6.1551929574216752E-009
         100   1.1046744150904585E-008
         101   6.6812915685779843E-009
         102   3.3706781817557499E-009
         103   1.0313936754334168E-008
         104   4.1123367753106618E-009
         105   8.6187557050463419E-009
         106   2.5265545413652402E-009
         107   1.5872641693745077E-009
         108   1.2827282530058199E-008
         109   5.6957349049786008E-009
         110   4.2921025902299027E-009
         111   1.3581145249923431E-008
         112   7.2170420619879890E-009
         113   1.8973703136965039E-008
         114   1.4465026010929945E-008
         115   5.3010394325978578E-009
         116   3.9793639854869934E-008
         117   1.1315206280566806E-008
         118   1.5649525483509947E-008
         119   1.4860119079827224E-008
         120   3.4463492596788445E-008
         121   2.2148346406849551E-008
         122   1.2186465155922191E-008
         123   9.1252948053591894E-009
         124   3.5864860153698111E-008
         125   5.5728048320035802E-009
         126   2.4831478504653835E-008
         127   2.3457638246233855E-008
